plant_type,location,sunlight,soil_type,soil_moisture,nitrogen,phosphorus,potassium,soil_ph,recommended_fertilizer
Succulent,Outdoor Garden,Medium,Clay,Low,54,33,46,6.4,Phosphorus Rich
Herb,Rooftop,Low,Clay,Low,48,34,50,7.5,Phosphorus Rich
Indoor Plant,Outdoor Garden,Low,Clay,Low,57,21,32,6.5,Phosphorus Rich
Succulent,Rooftop,Low,Sandy,Medium,74,70,67,6.7,Compost
Flower Plant,Outdoor Garden,Low,Potting Mix,Low,60,31,61,7.3,Phosphorus Rich
Herb,Balcony,High,Clay,High,48,59,53,6.8,Nitrogen Rich
Succulent,Rooftop,Low,Loamy,Low,49,34,54,5.3,Phosphorus Rich
Vegetable Plant,Rooftop,Low,Loamy,Low,28,56,49,6.7,Nitrogen Rich
Flower Plant,Balcony,Medium,Sandy,Low,38,57,62,7.1,Bone Meal
Flower Plant,Balcony,Medium,Clay,Medium,35,61,25,6.3,Balanced NPK
Herb,Balcony,Medium,Clay,Medium,54,23,23,6.2,Phosphorus Rich
Leafy Ornamental,Rooftop,High,Clay,Medium,33,45,46,7.5,Nitrogen Rich
Succulent,Rooftop,Medium,Clay,Medium,60,61,43,6.6,Compost
Vegetable Plant,Balcony,High,Loamy,High,51,43,22,5.0,Balanced NPK
Leafy Ornamental,Outdoor Garden,High,Potting Mix,Low,59,57,23,6.8,Balanced NPK
Indoor Plant,Outdoor Garden,Low,Sandy,High,76,24,70,5.6,Phosphorus Rich
Vegetable Plant,Indoor,Medium,Loamy,Low,35,27,71,6.9,Phosphorus Rich
Leafy Ornamental,Outdoor Garden,High,Potting Mix,Medium,21,27,23,5.2,Nitrogen Rich
Herb,Indoor,Low,Loamy,Low,40,31,20,7.1,Phosphorus Rich
Herb,Rooftop,Low,Potting Mix,Low,63,56,33,5.2,Balanced NPK
Herb,Balcony,Low,Potting Mix,Medium,73,79,34,5.6,Balanced NPK
Herb,Indoor,Medium,Sandy,High,29,32,26,5.0,Nitrogen Rich
Herb,Indoor,High,Potting Mix,Low,58,70,57,5.7,Nitrogen Rich
Herb,Balcony,Low,Clay,Low,58,62,60,6.4,Nitrogen Rich
Indoor Plant,Indoor,High,Sandy,Low,73,73,68,7.0,Liquid Fertilizer
Herb,Outdoor Garden,Low,Clay,Low,71,46,34,5.9,Balanced NPK
Vegetable Plant,Indoor,Medium,Potting Mix,Low,43,31,36,5.3,Phosphorus Rich
Leafy Ornamental,Indoor,Low,Loamy,High,70,68,44,6.2,Nitrogen Rich
Indoor Plant,Indoor,Medium,Potting Mix,Medium,67,47,21,5.4,Balanced NPK
Succulent,Rooftop,Low,Clay,Medium,48,48,38,5.2,Compost
Vegetable Plant,Indoor,Medium,Potting Mix,Low,51,41,32,5.4,Balanced NPK
Leafy Ornamental,Outdoor Garden,High,Potting Mix,High,70,63,69,5.9,Nitrogen Rich
Herb,Indoor,Medium,Potting Mix,High,59,65,78,7.1,Nitrogen Rich
Succulent,Indoor,Medium,Loamy,Low,50,26,40,7.2,Phosphorus Rich
Indoor Plant,Indoor,Low,Clay,Low,66,36,27,5.4,Balanced NPK
Leafy Ornamental,Balcony,Medium,Clay,Medium,48,33,24,7.3,Phosphorus Rich
Flower Plant,Outdoor Garden,Low,Potting Mix,High,36,25,56,7.2,Phosphorus Rich
Indoor Plant,Outdoor Garden,Medium,Clay,Medium,77,80,40,6.6,Liquid Fertilizer
Succulent,Balcony,Medium,Sandy,Low,36,20,77,5.3,Phosphorus Rich
Indoor Plant,Outdoor Garden,Medium,Sandy,Medium,21,44,26,5.5,Nitrogen Rich
Indoor Plant,Indoor,Low,Loamy,Medium,33,54,34,7.1,Nitrogen Rich
Leafy Ornamental,Indoor,Medium,Loamy,Low,80,35,40,6.2,Nitrogen Rich
Herb,Balcony,Medium,Clay,Low,21,24,56,5.2,Nitrogen Rich
Leafy Ornamental,Balcony,Medium,Loamy,Medium,66,23,65,7.2,Phosphorus Rich
Herb,Rooftop,Medium,Sandy,Low,46,75,37,5.5,Nitrogen Rich
Leafy Ornamental,Rooftop,Medium,Sandy,Low,36,76,50,5.8,Nitrogen Rich
Vegetable Plant,Outdoor Garden,Medium,Loamy,Medium,78,68,53,5.4,Vermicompost
Flower Plant,Indoor,High,Potting Mix,Medium,28,67,24,7.0,Nitrogen Rich
Herb,Balcony,Medium,Sandy,Low,53,71,80,7.4,Nitrogen Rich
Vegetable Plant,Indoor,High,Clay,High,29,35,37,7.3,Nitrogen Rich
Herb,Outdoor Garden,Medium,Loamy,Low,74,68,51,5.7,Nitrogen Rich
Vegetable Plant,Balcony,Low,Loamy,Low,80,47,68,7.2,Balanced NPK
Succulent,Balcony,Low,Potting Mix,Low,69,40,61,7.1,Compost
Indoor Plant,Indoor,High,Loamy,Medium,79,61,26,7.3,Balanced NPK
Leafy Ornamental,Balcony,High,Potting Mix,High,76,70,35,6.6,Nitrogen Rich
Leafy Ornamental,Indoor,Medium,Sandy,High,50,54,47,6.4,Nitrogen Rich
Leafy Ornamental,Balcony,Medium,Potting Mix,Low,27,55,71,6.9,Nitrogen Rich
Flower Plant,Indoor,Medium,Sandy,High,63,40,60,7.1,Bone Meal
Vegetable Plant,Balcony,Medium,Clay,Medium,35,35,37,6.8,Balanced NPK
Vegetable Plant,Outdoor Garden,Low,Potting Mix,High,50,22,26,6.7,Phosphorus Rich
Succulent,Balcony,Low,Clay,Low,24,62,71,7.1,Nitrogen Rich
Herb,Balcony,Low,Clay,Low,70,56,33,6.2,Balanced NPK
Indoor Plant,Indoor,High,Clay,High,45,55,56,6.7,Liquid Fertilizer
Vegetable Plant,Indoor,High,Clay,Low,56,21,40,6.8,Phosphorus Rich
Leafy Ornamental,Balcony,Low,Clay,Medium,78,56,29,6.3,Balanced NPK
Succulent,Balcony,Medium,Loamy,Medium,45,52,23,6.0,Balanced NPK
Flower Plant,Rooftop,Medium,Sandy,Medium,80,60,26,5.2,Balanced NPK
Vegetable Plant,Balcony,Low,Potting Mix,Low,67,51,52,6.6,Balanced NPK
Succulent,Indoor,High,Sandy,Medium,52,71,32,5.2,Balanced NPK
Indoor Plant,Rooftop,High,Sandy,Medium,79,57,41,6.5,Liquid Fertilizer
Succulent,Rooftop,Low,Loamy,Low,25,31,41,6.0,Nitrogen Rich
Herb,Rooftop,Medium,Sandy,High,65,73,33,6.3,Balanced NPK
Vegetable Plant,Outdoor Garden,Low,Potting Mix,Low,64,49,64,5.3,Vermicompost
Vegetable Plant,Indoor,Low,Clay,Low,51,61,65,6.2,Balanced NPK
Flower Plant,Rooftop,Medium,Potting Mix,Low,64,51,75,5.6,Bone Meal
Indoor Plant,Balcony,High,Loamy,Low,58,36,31,5.1,Balanced NPK
Succulent,Rooftop,Medium,Clay,Low,43,61,52,6.1,Compost
Succulent,Balcony,Low,Clay,Low,75,62,41,7.5,Compost
Flower Plant,Balcony,Low,Sandy,High,43,42,64,7.1,Bone Meal
Leafy Ornamental,Outdoor Garden,Medium,Loamy,Medium,38,62,70,5.5,Nitrogen Rich
Flower Plant,Outdoor Garden,High,Clay,Medium,29,34,53,6.8,Nitrogen Rich
Indoor Plant,Outdoor Garden,High,Sandy,Low,57,29,25,5.6,Phosphorus Rich
Indoor Plant,Indoor,High,Sandy,Low,61,33,23,5.3,Phosphorus Rich
Herb,Balcony,Low,Clay,High,22,31,75,5.7,Nitrogen Rich
Succulent,Balcony,High,Clay,High,66,76,26,5.4,Balanced NPK
Flower Plant,Rooftop,Low,Loamy,Low,78,22,55,6.2,Phosphorus Rich
Flower Plant,Balcony,High,Potting Mix,Low,80,69,68,6.9,Bone Meal
Succulent,Balcony,Low,Sandy,Low,50,20,53,7.4,Phosphorus Rich
Succulent,Outdoor Garden,High,Loamy,Medium,59,30,27,5.6,Phosphorus Rich
Indoor Plant,Outdoor Garden,High,Loamy,Low,44,61,23,6.3,Balanced NPK
Succulent,Rooftop,Medium,Sandy,Medium,26,59,34,5.2,Nitrogen Rich
Herb,Balcony,Medium,Loamy,High,20,32,48,6.6,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,High,Loamy,High,27,26,34,7.0,Nitrogen Rich
Herb,Indoor,High,Clay,High,37,45,30,5.8,Balanced NPK
Vegetable Plant,Balcony,Medium,Sandy,Medium,74,51,76,7.5,Balanced NPK
Indoor Plant,Balcony,Low,Clay,Medium,61,80,52,6.3,Liquid Fertilizer
Flower Plant,Balcony,High,Sandy,High,27,69,52,5.1,Nitrogen Rich
Succulent,Rooftop,High,Loamy,High,40,23,71,7.3,Phosphorus Rich
Leafy Ornamental,Balcony,Medium,Potting Mix,High,55,68,30,7.4,Balanced NPK
Succulent,Outdoor Garden,High,Clay,Low,49,24,43,6.1,Phosphorus Rich
Vegetable Plant,Indoor,Medium,Loamy,Low,67,22,48,6.9,Phosphorus Rich
Herb,Outdoor Garden,Medium,Potting Mix,Low,61,76,62,6.7,Nitrogen Rich
Flower Plant,Rooftop,Low,Sandy,High,70,24,65,6.1,Phosphorus Rich
Indoor Plant,Indoor,High,Clay,Medium,67,34,21,6.5,Phosphorus Rich
Herb,Rooftop,High,Sandy,Low,36,63,23,5.6,Balanced NPK
Herb,Indoor,Medium,Sandy,Low,51,56,60,6.6,Nitrogen Rich
Indoor Plant,Outdoor Garden,Low,Loamy,Low,77,20,38,7.5,Phosphorus Rich
Vegetable Plant,Rooftop,Low,Potting Mix,Low,71,26,45,5.5,Phosphorus Rich
Vegetable Plant,Outdoor Garden,High,Clay,Low,39,47,55,5.7,Balanced NPK
Herb,Rooftop,Low,Clay,Medium,23,69,47,7.4,Nitrogen Rich
Flower Plant,Indoor,Medium,Loamy,Medium,71,78,80,6.1,Bone Meal
Leafy Ornamental,Indoor,Low,Sandy,Medium,30,78,77,6.9,Nitrogen Rich
Indoor Plant,Balcony,Medium,Sandy,Low,40,64,64,5.8,Liquid Fertilizer
Succulent,Indoor,High,Potting Mix,High,75,71,80,7.3,Compost
Vegetable Plant,Balcony,Medium,Potting Mix,Medium,80,65,48,7.5,Balanced NPK
Leafy Ornamental,Indoor,High,Potting Mix,Medium,38,31,22,7.4,Phosphorus Rich
Vegetable Plant,Indoor,High,Clay,Low,77,78,43,7.3,Balanced NPK
Leafy Ornamental,Balcony,Medium,Potting Mix,Medium,20,56,70,5.4,Nitrogen Rich
Indoor Plant,Outdoor Garden,High,Potting Mix,Medium,58,67,58,6.7,Liquid Fertilizer
Indoor Plant,Indoor,Low,Loamy,Medium,75,60,25,5.8,Balanced NPK
Indoor Plant,Balcony,High,Sandy,Medium,60,50,21,6.4,Balanced NPK
Vegetable Plant,Balcony,Medium,Clay,Medium,53,36,20,7.4,Balanced NPK
Indoor Plant,Indoor,Medium,Sandy,Low,38,65,46,5.6,Liquid Fertilizer
Vegetable Plant,Balcony,High,Potting Mix,Medium,53,70,33,5.7,Balanced NPK
Succulent,Outdoor Garden,Medium,Loamy,Medium,46,21,38,7.5,Phosphorus Rich
Succulent,Rooftop,Medium,Potting Mix,Medium,28,40,48,6.1,Nitrogen Rich
Indoor Plant,Rooftop,High,Sandy,High,50,58,41,6.8,Liquid Fertilizer
Indoor Plant,Indoor,Low,Sandy,Medium,42,31,63,6.6,Phosphorus Rich
Indoor Plant,Indoor,Medium,Clay,High,21,39,35,5.3,Nitrogen Rich
Indoor Plant,Outdoor Garden,Low,Potting Mix,Medium,24,60,47,6.7,Nitrogen Rich
Herb,Outdoor Garden,High,Potting Mix,Low,72,69,73,7.0,Nitrogen Rich
Leafy Ornamental,Indoor,High,Loamy,Low,64,35,27,6.5,Balanced NPK
Herb,Outdoor Garden,Low,Loamy,Medium,39,44,26,6.0,Balanced NPK
Vegetable Plant,Balcony,Medium,Potting Mix,High,46,38,43,6.9,Balanced NPK
Leafy Ornamental,Rooftop,Medium,Clay,Low,80,62,54,5.6,Nitrogen Rich
Succulent,Indoor,Low,Loamy,Medium,60,28,37,7.4,Phosphorus Rich
Leafy Ornamental,Balcony,Medium,Loamy,High,49,67,65,5.8,Nitrogen Rich
Succulent,Indoor,High,Clay,Medium,53,78,78,6.4,Compost
Vegetable Plant,Indoor,Low,Clay,Medium,41,74,68,7.2,Balanced NPK
Vegetable Plant,Outdoor Garden,Low,Loamy,High,67,38,55,6.9,Balanced NPK
Succulent,Outdoor Garden,High,Sandy,High,50,68,35,6.2,Compost
Leafy Ornamental,Outdoor Garden,Medium,Clay,High,50,79,33,6.1,Balanced NPK
Indoor Plant,Balcony,Low,Clay,Low,42,27,56,5.2,Phosphorus Rich
Succulent,Outdoor Garden,Low,Potting Mix,Low,74,54,56,6.1,Compost
Herb,Outdoor Garden,Medium,Potting Mix,Medium,64,80,45,6.9,Nitrogen Rich
Leafy Ornamental,Indoor,High,Sandy,High,32,77,43,5.4,Nitrogen Rich
Vegetable Plant,Rooftop,Medium,Loamy,Low,48,47,75,6.4,Balanced NPK
Indoor Plant,Balcony,Medium,Potting Mix,Medium,56,27,21,6.6,Phosphorus Rich
Leafy Ornamental,Outdoor Garden,High,Loamy,High,57,61,62,7.1,Nitrogen Rich
Herb,Outdoor Garden,Low,Clay,Medium,70,48,50,7.4,Nitrogen Rich
Indoor Plant,Balcony,Low,Clay,Medium,74,74,49,7.4,Liquid Fertilizer
Indoor Plant,Rooftop,Medium,Sandy,High,25,43,43,7.4,Nitrogen Rich
Vegetable Plant,Balcony,Low,Clay,Medium,71,40,28,5.9,Balanced NPK
Leafy Ornamental,Rooftop,Medium,Clay,Medium,79,67,55,5.7,Nitrogen Rich
Vegetable Plant,Balcony,High,Potting Mix,Medium,80,73,80,6.9,Balanced NPK
Herb,Rooftop,Low,Clay,High,37,31,20,6.8,Phosphorus Rich
Vegetable Plant,Indoor,High,Clay,Low,69,20,63,6.1,Phosphorus Rich
Herb,Outdoor Garden,Low,Loamy,Medium,44,56,40,6.7,Nitrogen Rich
Succulent,Outdoor Garden,Low,Clay,Low,67,76,61,7.5,Compost
Herb,Indoor,Low,Potting Mix,Medium,71,59,54,5.1,Nitrogen Rich
Leafy Ornamental,Rooftop,Medium,Potting Mix,High,76,39,36,6.4,Nitrogen Rich
Leafy Ornamental,Balcony,Low,Clay,Low,23,50,58,7.1,Nitrogen Rich
Indoor Plant,Outdoor Garden,Medium,Loamy,Medium,51,75,69,6.2,Liquid Fertilizer
Succulent,Balcony,Low,Clay,Medium,26,46,38,6.4,Nitrogen Rich
Indoor Plant,Indoor,Medium,Loamy,High,47,57,41,5.1,Liquid Fertilizer
Leafy Ornamental,Outdoor Garden,Low,Clay,High,31,42,22,5.2,Nitrogen Rich
Succulent,Indoor,Medium,Potting Mix,High,50,53,23,6.2,Balanced NPK
Succulent,Rooftop,Low,Sandy,Medium,62,22,21,6.3,Phosphorus Rich
Flower Plant,Rooftop,High,Clay,High,57,21,29,5.5,Phosphorus Rich
Herb,Balcony,Low,Loamy,Medium,56,75,65,5.4,Nitrogen Rich
Vegetable Plant,Balcony,Low,Sandy,Low,64,44,63,6.4,Balanced NPK
Vegetable Plant,Indoor,Low,Loamy,High,74,39,46,7.3,Balanced NPK
Indoor Plant,Rooftop,Low,Sandy,High,29,55,49,7.5,Nitrogen Rich
Indoor Plant,Balcony,Medium,Clay,High,42,26,25,6.6,Phosphorus Rich
Indoor Plant,Rooftop,Low,Sandy,Medium,58,80,44,7.5,Liquid Fertilizer
Leafy Ornamental,Outdoor Garden,High,Clay,Low,33,56,80,7.3,Nitrogen Rich
Flower Plant,Rooftop,High,Potting Mix,Medium,76,75,63,6.9,Bone Meal
Vegetable Plant,Rooftop,High,Clay,Medium,35,50,66,6.2,Balanced NPK
Vegetable Plant,Balcony,Low,Loamy,Low,72,66,31,7.2,Balanced NPK
Herb,Rooftop,High,Sandy,Medium,56,33,72,5.2,Phosphorus Rich
Flower Plant,Balcony,Low,Clay,Medium,32,30,47,6.1,Nitrogen Rich
Succulent,Rooftop,Medium,Clay,High,69,64,52,5.6,Compost
Herb,Rooftop,Medium,Potting Mix,High,51,57,76,5.6,Nitrogen Rich
Succulent,Balcony,High,Sandy,Low,74,53,47,6.1,Compost
Succulent,Outdoor Garden,Medium,Clay,Medium,70,54,44,7.3,Compost
Indoor Plant,Indoor,Medium,Sandy,Medium,44,65,75,7.1,Liquid Fertilizer
Flower Plant,Outdoor Garden,High,Potting Mix,Medium,31,73,67,5.7,Nitrogen Rich
Leafy Ornamental,Balcony,Medium,Loamy,Low,62,52,23,5.4,Balanced NPK
Vegetable Plant,Indoor,Medium,Sandy,High,77,20,49,7.0,Phosphorus Rich
Succulent,Indoor,Low,Clay,Low,70,64,35,6.1,Compost
Flower Plant,Outdoor Garden,Medium,Potting Mix,High,79,26,38,6.6,Phosphorus Rich
Flower Plant,Balcony,Medium,Sandy,Low,57,33,43,5.5,Phosphorus Rich
Indoor Plant,Indoor,Low,Sandy,High,40,52,39,5.9,Liquid Fertilizer
Herb,Rooftop,Low,Loamy,Medium,23,64,22,6.8,Nitrogen Rich
Leafy Ornamental,Indoor,High,Potting Mix,Medium,56,32,25,7.3,Phosphorus Rich
Herb,Balcony,Medium,Sandy,Medium,34,20,31,7.4,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,Low,Potting Mix,Low,35,73,58,6.2,Nitrogen Rich
Leafy Ornamental,Indoor,Low,Sandy,Low,62,76,80,5.7,Nitrogen Rich
Flower Plant,Outdoor Garden,Low,Sandy,High,59,74,30,7.3,Balanced NPK
Flower Plant,Balcony,Low,Sandy,Medium,24,33,53,6.0,Nitrogen Rich
Vegetable Plant,Outdoor Garden,Medium,Sandy,Low,78,61,40,7.1,Balanced NPK
Vegetable Plant,Rooftop,Medium,Sandy,Medium,73,50,25,5.2,Balanced NPK
Succulent,Indoor,Low,Clay,Medium,23,25,77,5.8,Nitrogen Rich
Flower Plant,Indoor,High,Sandy,High,80,40,59,7.4,Bone Meal
Leafy Ornamental,Outdoor Garden,Low,Loamy,Medium,45,58,69,5.5,Nitrogen Rich
Leafy Ornamental,Balcony,Medium,Potting Mix,High,47,46,23,7.1,Balanced NPK
Vegetable Plant,Balcony,Medium,Loamy,Medium,50,42,20,7.1,Balanced NPK
Flower Plant,Rooftop,Medium,Potting Mix,Medium,68,23,44,6.5,Phosphorus Rich
Vegetable Plant,Outdoor Garden,Low,Potting Mix,Medium,74,36,76,5.3,Vermicompost
Succulent,Rooftop,Medium,Potting Mix,Low,70,27,39,6.4,Phosphorus Rich
Indoor Plant,Outdoor Garden,Low,Clay,High,21,80,24,6.4,Nitrogen Rich
Leafy Ornamental,Balcony,Medium,Potting Mix,Low,55,30,45,6.2,Phosphorus Rich
Succulent,Outdoor Garden,Medium,Sandy,Medium,37,66,38,5.2,Compost
Vegetable Plant,Balcony,High,Loamy,High,79,36,69,5.4,Vermicompost
Herb,Outdoor Garden,High,Sandy,High,54,23,64,5.9,Phosphorus Rich
Indoor Plant,Indoor,Medium,Sandy,Low,48,62,52,6.6,Liquid Fertilizer
Flower Plant,Outdoor Garden,High,Clay,High,80,48,22,5.7,Balanced NPK
Vegetable Plant,Indoor,Medium,Sandy,Medium,29,75,78,7.3,Nitrogen Rich
Herb,Outdoor Garden,High,Sandy,Medium,61,20,22,6.1,Phosphorus Rich
Indoor Plant,Balcony,Low,Potting Mix,Medium,56,50,29,6.7,Balanced NPK
Flower Plant,Outdoor Garden,Medium,Potting Mix,High,26,63,23,5.8,Nitrogen Rich
Indoor Plant,Outdoor Garden,Low,Clay,Low,21,70,51,6.1,Nitrogen Rich
Indoor Plant,Outdoor Garden,Medium,Sandy,High,67,54,76,5.0,Liquid Fertilizer
Herb,Outdoor Garden,High,Clay,Low,52,38,43,5.9,Nitrogen Rich
Herb,Indoor,High,Potting Mix,Medium,50,71,22,6.1,Balanced NPK
Herb,Rooftop,High,Sandy,High,66,30,71,7.1,Phosphorus Rich
Succulent,Rooftop,Medium,Sandy,Medium,33,20,80,6.6,Nitrogen Rich
Flower Plant,Indoor,Medium,Loamy,Medium,80,31,67,5.9,Phosphorus Rich
Herb,Rooftop,Low,Potting Mix,Medium,78,37,70,6.7,Nitrogen Rich
Succulent,Indoor,Low,Sandy,Medium,57,57,71,5.7,Compost
Vegetable Plant,Outdoor Garden,High,Potting Mix,High,67,74,54,7.5,Balanced NPK
Succulent,Indoor,Low,Loamy,High,69,30,41,6.9,Phosphorus Rich
Flower Plant,Indoor,High,Loamy,Medium,26,67,20,7.1,Nitrogen Rich
Succulent,Indoor,Low,Clay,Medium,72,62,22,7.0,Balanced NPK
Herb,Rooftop,High,Sandy,High,61,45,65,5.6,Nitrogen Rich
Indoor Plant,Rooftop,Medium,Clay,High,42,76,76,6.6,Liquid Fertilizer
Vegetable Plant,Indoor,Medium,Potting Mix,Medium,68,24,47,6.8,Phosphorus Rich
Flower Plant,Outdoor Garden,Medium,Potting Mix,High,32,44,74,7.5,Nitrogen Rich
Flower Plant,Balcony,Low,Potting Mix,High,51,32,79,5.4,Phosphorus Rich
Indoor Plant,Rooftop,Low,Clay,Medium,43,22,71,6.4,Phosphorus Rich
Indoor Plant,Outdoor Garden,High,Clay,Low,59,48,55,7.0,Liquid Fertilizer
Herb,Rooftop,High,Potting Mix,Low,72,73,54,7.3,Nitrogen Rich
Leafy Ornamental,Balcony,Low,Sandy,Low,60,20,47,6.0,Phosphorus Rich
Succulent,Balcony,High,Clay,Low,74,65,68,7.0,Compost
Succulent,Rooftop,Low,Sandy,Medium,47,23,34,6.8,Phosphorus Rich
Vegetable Plant,Outdoor Garden,Low,Potting Mix,Low,44,37,56,7.2,Balanced NPK
Leafy Ornamental,Rooftop,Medium,Clay,High,70,20,38,5.7,Phosphorus Rich
Succulent,Indoor,High,Clay,High,55,72,35,5.1,Compost
Herb,Indoor,Low,Potting Mix,High,53,56,21,5.4,Balanced NPK
Herb,Outdoor Garden,Medium,Clay,Low,32,20,63,7.4,Nitrogen Rich
Indoor Plant,Balcony,High,Sandy,Low,77,59,54,7.3,Liquid Fertilizer
Vegetable Plant,Outdoor Garden,Medium,Clay,Medium,33,77,54,6.3,Nitrogen Rich
Indoor Plant,Balcony,Low,Potting Mix,Medium,21,44,30,6.3,Nitrogen Rich
Succulent,Balcony,Low,Potting Mix,Low,42,40,34,5.5,Balanced NPK
Vegetable Plant,Rooftop,High,Clay,Low,40,73,43,7.2,Balanced NPK
Indoor Plant,Rooftop,Medium,Loamy,Medium,49,25,25,7.0,Phosphorus Rich
Succulent,Outdoor Garden,High,Clay,Low,66,43,27,5.5,Balanced NPK
Succulent,Indoor,High,Clay,Low,52,21,42,6.9,Phosphorus Rich
Vegetable Plant,Indoor,Low,Sandy,High,79,72,20,6.2,Balanced NPK
Leafy Ornamental,Indoor,Medium,Clay,Low,41,47,57,6.5,Nitrogen Rich
Flower Plant,Rooftop,Low,Potting Mix,Medium,64,59,29,7.0,Balanced NPK
Herb,Balcony,Medium,Loamy,High,49,73,59,5.5,Nitrogen Rich
Succulent,Rooftop,High,Clay,Low,74,33,58,5.1,Phosphorus Rich
Indoor Plant,Balcony,Medium,Loamy,Medium,71,22,48,5.2,Phosphorus Rich
Vegetable Plant,Indoor,Low,Potting Mix,Low,59,74,39,6.5,Balanced NPK
Flower Plant,Balcony,High,Sandy,High,34,77,47,6.0,Nitrogen Rich
Vegetable Plant,Rooftop,Medium,Clay,Low,47,42,63,6.7,Balanced NPK
Indoor Plant,Balcony,High,Clay,High,58,70,37,5.9,Liquid Fertilizer
Herb,Indoor,Medium,Sandy,High,57,40,26,7.3,Balanced NPK
Herb,Rooftop,High,Sandy,High,48,59,55,6.4,Nitrogen Rich
Herb,Rooftop,Low,Sandy,Low,32,20,37,5.4,Nitrogen Rich
Flower Plant,Rooftop,Low,Loamy,Low,62,56,44,5.0,Bone Meal
Flower Plant,Balcony,Low,Loamy,Medium,21,36,20,5.1,Nitrogen Rich
Vegetable Plant,Rooftop,High,Potting Mix,Medium,47,52,39,6.2,Balanced NPK
Herb,Rooftop,Medium,Sandy,High,30,49,40,6.2,Nitrogen Rich
Succulent,Outdoor Garden,Medium,Loamy,Medium,52,21,42,5.5,Phosphorus Rich
Herb,Rooftop,High,Sandy,High,69,53,29,5.5,Balanced NPK
Indoor Plant,Outdoor Garden,Low,Sandy,High,71,57,54,5.4,Liquid Fertilizer
Herb,Outdoor Garden,Low,Potting Mix,Medium,26,53,64,7.3,Nitrogen Rich
Flower Plant,Indoor,Low,Potting Mix,Low,45,49,53,7.3,Bone Meal
Leafy Ornamental,Rooftop,High,Sandy,Medium,54,80,56,6.0,Nitrogen Rich
Indoor Plant,Outdoor Garden,Medium,Sandy,Low,51,57,23,5.8,Balanced NPK
Flower Plant,Balcony,Low,Clay,Medium,40,52,79,5.1,Bone Meal
Succulent,Indoor,High,Potting Mix,High,28,30,60,5.7,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,High,Potting Mix,Low,33,27,22,6.4,Nitrogen Rich
Succulent,Rooftop,Medium,Sandy,High,54,78,74,5.9,Compost
Leafy Ornamental,Balcony,Medium,Potting Mix,High,56,22,80,7.0,Phosphorus Rich
Vegetable Plant,Rooftop,Low,Clay,Medium,77,70,40,6.3,Balanced NPK
Leafy Ornamental,Outdoor Garden,High,Loamy,Medium,23,31,26,5.5,Nitrogen Rich
Leafy Ornamental,Indoor,Medium,Potting Mix,High,66,46,39,5.1,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,High,Clay,Low,60,21,53,6.2,Phosphorus Rich
Succulent,Indoor,High,Loamy,Medium,53,31,79,7.4,Phosphorus Rich
Vegetable Plant,Rooftop,Medium,Sandy,Low,46,67,76,7.2,Balanced NPK
Succulent,Outdoor Garden,Low,Clay,Low,41,70,40,6.2,Compost
Leafy Ornamental,Indoor,Low,Potting Mix,Low,65,24,38,7.0,Phosphorus Rich
Indoor Plant,Outdoor Garden,High,Clay,Medium,28,37,50,6.5,Nitrogen Rich
Vegetable Plant,Balcony,Low,Loamy,Low,51,54,30,6.1,Balanced NPK
Leafy Ornamental,Indoor,Medium,Potting Mix,Medium,47,28,22,6.3,Phosphorus Rich
Indoor Plant,Outdoor Garden,High,Clay,High,78,45,36,7.2,Liquid Fertilizer
Indoor Plant,Balcony,Medium,Potting Mix,Medium,46,44,28,5.3,Balanced NPK
Succulent,Outdoor Garden,High,Clay,Medium,41,60,28,5.8,Balanced NPK
Vegetable Plant,Balcony,Low,Clay,Medium,55,70,47,6.0,Balanced NPK
Flower Plant,Rooftop,High,Sandy,Medium,30,28,65,6.1,Nitrogen Rich
Succulent,Balcony,Low,Potting Mix,High,21,26,40,7.5,Nitrogen Rich
Vegetable Plant,Indoor,Low,Loamy,Medium,65,79,79,5.6,Balanced NPK
Herb,Rooftop,Low,Loamy,Low,73,54,62,6.9,Nitrogen Rich
Succulent,Outdoor Garden,Low,Loamy,Medium,61,76,36,6.1,Compost
Succulent,Outdoor Garden,Low,Potting Mix,Medium,25,23,34,5.9,Nitrogen Rich
Vegetable Plant,Outdoor Garden,Medium,Sandy,High,78,39,32,6.2,Balanced NPK
Indoor Plant,Balcony,High,Loamy,Medium,29,50,34,6.6,Nitrogen Rich
Indoor Plant,Outdoor Garden,Low,Sandy,High,24,29,72,6.1,Nitrogen Rich
Vegetable Plant,Outdoor Garden,High,Sandy,High,71,47,24,5.7,Balanced NPK
Indoor Plant,Indoor,Low,Sandy,High,26,47,45,5.9,Nitrogen Rich
Leafy Ornamental,Balcony,Medium,Clay,Medium,79,66,35,5.1,Nitrogen Rich
Indoor Plant,Outdoor Garden,High,Clay,Medium,28,61,67,7.2,Nitrogen Rich
Leafy Ornamental,Balcony,High,Loamy,Low,78,61,40,5.5,Nitrogen Rich
Leafy Ornamental,Rooftop,Medium,Potting Mix,High,79,72,32,5.1,Balanced NPK
Flower Plant,Rooftop,Low,Potting Mix,Medium,43,72,69,7.3,Bone Meal
